,all_prices,avg_rating,ios_prices,list_price,name,num_voters,page_no,rank,rating,year
1619,,"
			5.13		","
Monopoly: Adventure Time Collector's Edition
(2013)
","]
					",Star Patrol: Carrier Commander,"
			79		",155,15488,"
			5.476		",-2015
1620,"

			List: $49.99
		

New Amazon: $24.99

","
			5.17		",,"
			List: $49.99
		",RuneCast,"
			44		",156,15504,"
			5.476		",-2015
1621,"

New Amazon: $13.49

","
			5.00		","
U-Build Sorry!
(2010)
","
",Cowtown,"
			45		",156,15506,"
			5.476		",-2012
1622,"

			List: $29.99
		

New Amazon: $15.57

","
			5.05		",,"
			List: $29.99
		",Those Pesky Garden Gnomes,"
			65		",156,15519,"
			5.475		",-2012
1623,"

New Amazon: $7.06

","
			4.92		","
Finance
(1932)
","
",Gold Raiders,"
			47		",156,15523,"
			5.475		",-2017
1624,"

Used Amazon: $34.99

","
			5.39		","
Scurvy Dogs: Pirates and Privateers
(2012)
","
",Quests of the Round Table,"
			273		",156,15527,"
			5.475		",-1995
1625,,"
			4.67		","
Scene It? Sports powered by ESPN
(2005)
","]
					",Scurvy Dogs: Pirates and Privateers,"
			33		",156,15528,"
			5.475		",-2012
1626,"

			List: $34.99
		

Lowest Amazon: $4.31


New Amazon: $5.88

","
			5.12		","
New Amazon: $5.88
","
			List: $34.99
		",Scene It? Sports powered by ESPN,"
			70		",156,15530,"
			5.475		",-2005
1627,,"
			5.45		","
Gas Out
(2016)
","]
					",Tentacle Bento,"
			299		",156,15533,"
			5.475		",-2012
1628,,"
			5.49		","
Long Cours
(1959)
","]
					",Electronic Mall Madness,"
			289		",156,15554,"
			5.474		",-1989
1629,"

New Amazon: $14.99




","
			5.16		","
Yundao
(2004)
","
",Red Scare,"
			96		",156,15565,"
			5.474		",-2017
1630,"

			List: $14.99
		

Lowest Amazon: $3.25


New Amazon: $7.75




","
			5.16		","
New Amazon: $7.75



","
			List: $14.99
		",Fish or Cut Bait,"
			103		",156,15569,"
			5.474		",-2013
1631,,"
			4.45		","
Digimon Digi-Battle Card Game
(1999)
","]
					",Mighty Morphin Power Rangers Game,"
			32		",156,15571,"
			5.474		",-1994
1632,"

New Amazon: $49.95

","
			5.27		","
Zombies!!! The Card Game
(2012)
","
",Castle: The Detective Card Game,"
			92		",156,15574,"
			5.474		",-2013
1633,"

New Amazon: $59.99

","
			5.09		","
Wildlife DVD Boardgame
(2006)
","
",Zombies!!! The Card Game,"
			92		",156,15575,"
			5.474		",-2012
1634,"

			List: $24.99
		

Lowest Amazon: $5.84


New Amazon: $14.95




","
			5.21		","
New Amazon: $14.95



","
			List: $24.99
		",Tuchulcha,"
			155		",156,15579,"
			5.474		",-2004
1635,,"
			4.18		","
Fraud Squad
(2002)
","]
					",Monopoly: Star Wars Episode II,"
			38		",156,15592,"
			5.473		",-2002
1636,"
","
			5.20		","
								Geekdo, BoardGameGeek, the Geekdo logo, and the BoardGameGeek logo are trademarks of BoardGameGeek, LLC.
							","
														
													[",Beer & Vikings,"
			75		",156,15599,"
			5.473		",-2012
1637,"

			List: $16.99
		

Lowest Amazon: $14.89


New Amazon: $14.94




","
			5.50		","
New Amazon: $14.94



","
			List: $16.99
		",Mastermind,"
			5141		",157,15608,"
			5.473		",-1971
1638,,"
			5.26		","
ReFraze
(2000)
","]
					",Hunter's Guild: The Vampire Forest,"
			73		",157,15613,"
			5.473		",-2014
1639,,"
			5.31		","
Monopoly: Vintage Game Collection
(2005)
","]
					",Dart Wars,"
			130		",157,15624,"
			5.472		",-2006
1640,"

Lowest Amazon: $9.99


New Amazon: $28.98




","
			5.12		",,"
",Pokémon Jr. Adventure Game: Pokémon Emergency!,"
			65		",157,15640,"
			5.472		",-2000
1641,,"
			5.38		","
What Do You Meme: The Meme Party Game
(2012)
","]
					",Scrabble Card Game,"
			239		",157,15642,"
			5.472		",-1997
1642,,"
			5.24		","
90°
(2008)
","]
					",Goblins,"
			104		",157,15650,"
			5.471		",-2009
1643,,"
			5.12		","
Inferno
(1996)
","]
					",Green Ghost,"
			55		",157,15656,"
			5.471		",-1965
1644,,"
			4.82		",,"]
					",The Legend of Zelda,"
			52		",157,15661,"
			5.471		",-1988
1645,,"
			4.44		","
I Spy Memory Game
(1995)
","]
					",Pie Face,"
			34		",157,15662,"
			5.471		",-1993
1646,,"
			4.77		","
Card Caper
(1997)
","]
					",The Rats in the Walls,"
			49		",157,15673,"
			5.471		",-2013
1647,"

New Amazon: $10.00

","
			5.23		","
Komandosi
(1990)
","
",Countdown: Special Ops,"
			126		",157,15687,"
			5.471		",-2013
1648,"

			List: $69.99
		

New Amazon: $49.99




","
			5.29		",,"
			List: $69.99
		",Godzilla: Kaiju World Wars,"
			169		",157,15694,"
			5.470		",-2011
1649,"
","
			5.07		",,"
														
													[",Neopets TCG,"
			75		",157,15696,"
			5.470		",-2003
1650,"
","
			5.41		","
","
														
													[",Inkognito: The Card Game,"
			519		",157,15699,"
			5.470		",-1997
1651,,"
			5.41		","

			List: $24.99
		

Lowest Amazon: $10.99


New Amazon: $27.45




","]
					",4000 A.D.,"
			362		",158,15706,"
			5.470		",-1972
1652,"

			List: $24.99
		

Lowest Amazon: $10.99


New Amazon: $27.45




","
			5.25		","
New Amazon: $27.45



","
			List: $24.99
		",Monopoly: Star Wars,"
			184		",158,15707,"
			5.470		",-2015
1653,,"
			5.47		","
Brain Quest
(1993)
","]
					",The Terminator: The Official Board Game,"
			36		",158,15717,"
			5.470		",-2017
1654,,"
			5.13		","

			List: $14.99
		

Lowest Amazon: $4.95


New Amazon: $6.99




","]
					",Scandaroon,"
			105		",158,15726,"
			5.470		",-2007
1655,"

			List: $14.99
		

Lowest Amazon: $4.95


New Amazon: $6.99




","
			5.40		","
New Amazon: $6.99



","
			List: $14.99
		",The Walking Dead Card Game,"
			459		",158,15727,"
			5.470		",-2013
1656,"

			List: $24.99
		

New Amazon: $17.27




","
			5.46		",,"
			List: $24.99
		",Car Wars: The Card Game,"
			698		",158,15728,"
			5.470		",-1991
1657,,"
			4.33		","
Bernini Mysterie
(2005)
","]
					",Gay Monopoly,"
			49		",158,15732,"
			5.469		",-1983
1658,,"
			5.29		","
Egyptians
(2001)
","]
					",The Hamburger Game,"
			88		",158,15738,"
			5.469		",-1989
1659,,"
			5.36		","
The Stock Market Game
(1970)
","]
					",Project Pornstar,"
			129		",158,15741,"
			5.469		",-2004
1660,"

Used Amazon: $24.95

","
			5.23		","
Hunter: Deadly Prey
(2008)
","
",Star Trek: The Next Generation Collectible Dice Game,"
			112		",158,15754,"
			5.469		",-1996
1661,"

New Amazon: $219.99




","
			5.58		","
Masters of the Universe
(1984)
","
",Guards! Guards! A Discworld Boardgame,"
			398		",158,15763,"
			5.468		",-2011
1662,,"
			4.57		","

			List: $49.99
		

New Amazon: $35.10




","]
					",Masters of the Universe,"
			38		",158,15764,"
			5.468		",-1984
1663,"

			List: $49.99
		

New Amazon: $35.10




","
			5.36		",,"
			List: $49.99
		",The Market of Alturien,"
			366		",158,15765,"
			5.468		",-2007
1664,"

Lowest Amazon: $16.88


New Amazon: $59.36




","
			5.47		",,"
",Trivial Pursuit: Family Edition,"
			521		",158,15768,"
			5.468		",-1993
1665,"

			List: $84.99
		

Lowest Amazon: $14.99


New Amazon: $72.98




","
			5.49		","
New Amazon: $72.98



","
			List: $84.99
		",Harry Potter and the Sorcerer's Stone   Mystery at Hogwarts Game,"
			402		",158,15770,"
			5.468		",-2000
1666,"

			List: $29.99
		

Lowest Amazon: $7.49


New Amazon: $13.25




","
			4.53		","
New Amazon: $13.25



","
			List: $29.99
		",Roman Taxi,"
			43		",158,15775,"
			5.468		",-2009
1667,"
","
			5.30		",,"
														
													[",Hero: Immortal King – The Lair of the Lich,"
			168		",158,15776,"
			5.468		",-2007
1668,,"
			5.09		","
Smokers Wild
(1978)
","]
					","Strange Defeat:  The Fall of France, 1940","
			96		",158,15779,"
			5.468		",-2006
1669,"

Lowest Amazon: $11.95


New Amazon: $25.00




","
			4.73		",,"
",Triology,"
			56		",158,15794,"
			5.467		",-1994
1670,"

			List: $24.99
		

Lowest Amazon: $23.99


New Amazon: $41.99




","
			5.33		","
New Amazon: $41.99



","
			List: $24.99
		",You've Been Sentenced!,"
			222		",158,15799,"
			5.467		",-2005
1671,,"
			4.96		","
Top Ten: The Bill of Rights
(2009)
","]
					",Racer Knights of Falconus,"
			78		",159,15805,"
			5.467		",-2005
1672,,"
			4.34		","
Word Power
(1963)
","]
					",Anera's Arena,"
			31		",159,15808,"
			5.467		",-2001
1673,"

			List: $44.79
		

New Amazon: $38.08

","
			5.36		",,"
			List: $44.79
		",Change Horses,"
			415		",159,15819,"
			5.466		",-2008
1674,"

			List: $34.99
		

Lowest Amazon: $8.99


New Amazon: $12.89




","
			4.95		","
New Amazon: $12.89



","
			List: $34.99
		",Scene It? Squabble,"
			74		",159,15822,"
			5.466		",-2005
1675,"

			List: $9.99
		

Lowest Amazon: $19.75


New Amazon: $48.95

","
			4.58		","
New Amazon: $48.95
","
			List: $9.99
		",Skip-Bo Dice Game,"
			44		",159,15825,"
			5.466		",-2011
1676,,"
			5.23		","
4th Reich
(1985)
","]
					",Galactic Empires,"
			149		",159,15828,"
			5.466		",-1994
1677,"

			List: $24.99
		

New Amazon: $17.95

","
			5.34		",,"
			List: $24.99
		",Gone Fishing!,"
			308		",159,15841,"
			5.465		",-2005
1678,"

Lowest Amazon: $24.00


New Amazon: $110.00




","
			5.31		",,"
",Princess Ryan's Star Marines,"
			198		",159,15845,"
			5.465		",-1997
1679,"

New Amazon: $1.99

","
			4.45		","
You Gotta Be Kidding! The Crazy Game of ""Would You Rather...?""
(2004)
","
",Star of the Guardians,"
			44		",159,15850,"
			5.465		",-1995
1680,"

Lowest Amazon: $8.99


New Amazon: $23.97




","
			4.23		",,"
",Star Wars Galactic Heroes Game,"
			43		",159,15855,"
			5.465		",-2008
1681,"

			List: $39.95
		

Used Amazon: $20.00

","
			4.84		",,"
			List: $39.95
		",The Tower of Mystery,"
			42		",159,15891,"
			5.464		",-2009
1682,"

			List: $21.95
		

Lowest Amazon: $23.88


New Amazon: $24.99

","
			5.50		","
New Amazon: $24.99
","
			List: $21.95
		",Farkle,"
			1779		",159,15893,"
			5.464		",-1996
1683,"

Lowest Amazon: $34.00


New Amazon: $107.47




","
			5.48		",,"
",Pirateer,"
			1213		",159,15894,"
			5.464		",-1978
1684,"

			List: $19.99
		

Lowest Amazon: $8.95


New Amazon: $9.99

","
			4.20		","
New Amazon: $9.99
","
			List: $19.99
		",Star Wars Trivia Game,"
			40		",159,15897,"
			5.464		",-2015
1685,"
","
			6.80		","

			List: $39.99
		

New Amazon: $34.95


","
														
													[",Lords of Scotland,"
			1630		",16,1501,"
			6.221		",-2010
1686,"

			List: $39.99
		

New Amazon: $34.95

","
			6.79		",,"
			List: $39.99
		",Pantheon,"
			1527		",16,1502,"
			6.220		",-2011
1687,"

			List: $59.95
		

Lowest Amazon: $45.56


New Amazon: $47.96




","
			7.20		","
New Amazon: $47.96



","
			List: $59.95
		",Cosmic Encounter,"
			943		",16,1503,"
			6.220		",-1991
1688,"

Lowest Amazon: $37.95


New Amazon: $42.99




","
			7.96		",,"
",Renegade,"
			558		",16,1504,"
			6.219		",-2018
1689,"

			List: $50.00
		

New Amazon: $36.95

","
			7.01		",,"
			List: $50.00
		",King's Forge,"
			1237		",16,1505,"
			6.219		",-2014
1690,"

			List: $24.99
		
","
			6.47		","
PÜNCT
(2005)
","
			List: $24.99
		",Villa Paletti,"
			3784		",16,1506,"
			6.219		",-2001
1691,"

			List: $32.99
		

New Amazon: $27.31




","
			6.83		",,"
			List: $32.99
		",PÜNCT,"
			1504		",16,1507,"
			6.218		",-2005
1692,,"
			7.24		","

			List: $44.99
		

Lowest Amazon: $22.99


New Amazon: $34.95

","]
					",TurfMaster,"
			911		",16,1508,"
			6.218		",-1998
1693,"

			List: $44.99
		

Lowest Amazon: $22.99


New Amazon: $34.95

","
			6.60		","
New Amazon: $34.95
","
			List: $44.99
		",Chicken Cha Cha Cha,"
			2502		",16,1509,"
			6.218		",-1997
1694,"

Used Amazon: $79.95

","
			6.47		","
Dungeons & Dragons: Conquest of Nerath Board Game
(2011)
","
",To Court the King,"
			3713		",16,1510,"
			6.217		",-2006
1695,,"
			6.95		","

			List: $59.99
		

Lowest Amazon: $49.95


New Amazon: $79.99

","]
					",Dungeons & Dragons: Conquest of Nerath Board Game,"
			1405		",16,1511,"
			6.216		",-2011
1696,"

			List: $59.99
		

Lowest Amazon: $49.95


New Amazon: $79.99

","
			6.93		","
New Amazon: $79.99
","
			List: $59.99
		",Kings of Air and Steam,"
			1227		",16,1512,"
			6.215		",-2013
1697,"

New Amazon: $15.00

","
			6.93		","
The Expanse Board Game
(2017)
","
",Revolver,"
			1302		",16,1513,"
			6.215		",-2011
1698,"

			List: $49.99
		

New Amazon: $29.99

","
			7.26		",,"
			List: $49.99
		",The Expanse Board Game,"
			871		",16,1514,"
			6.214		",-2017
1699,"

			List: $17.00
		

Lowest Amazon: $21.94


New Amazon: $51.89




","
			6.63		","
New Amazon: $51.89



","
			List: $17.00
		",Pente,"
			2541		",16,1515,"
			6.214		",-1977
1700,"

			List: $54.99
		

New Amazon: $49.48

","
			7.12		",,"
			List: $54.99
		",First Train to Nuremberg,"
			980		",16,1516,"
			6.213		",-2010
1701,"
","
			6.99		",,"
														
													[",Nauticus,"
			1112		",16,1517,"
			6.213		",-2013
1702,,"
			7.15		","

Used Amazon: $24.99

","]
					",Daytona 500,"
			985		",16,1518,"
			6.213		",-1990
1703,"

Used Amazon: $24.99

","
			7.21		","
El Gaucho
(2014)
","
",Shadowrift,"
			966		",16,1519,"
			6.212		",-2012
1704,"

New Amazon: $29.99




","
			6.84		","
Sobek
(2010)
","
",El Gaucho,"
			1408		",16,1520,"
			6.211		",-2014
1705,"
","
			6.71		","

Lowest Amazon: $40.00


New Amazon: $54.98





","
														
													[",Sobek,"
			1840		",16,1521,"
			6.210		",-2010
1706,"

Lowest Amazon: $40.00


New Amazon: $54.98




","
			7.12		",,"
",Key to the City: London,"
			958		",16,1522,"
			6.210		",-2016
1707,"

			List: $49.99
		

Lowest Amazon: $44.99


New Amazon: $49.99




","
			7.87		","
New Amazon: $49.99



","
			List: $49.99
		",Puzzle Strike Shadows,"
			578		",16,1523,"
			6.210		",-2012
1708,"

			List: $34.99
		

New Amazon: $29.96

","
			7.30		",,"
			List: $34.99
		",Thunder & Lightning,"
			814		",16,1524,"
			6.210		",-2016
1709,"

			List: $27.35
		

Lowest Amazon: $25.97


New Amazon: $27.08




","
			7.16		","
New Amazon: $27.08



","
			List: $27.35
		",Glüx,"
			941		",16,1525,"
			6.210		",-2016
1710,,"
			6.90		","

			List: $17.99
		

Lowest Amazon: $17.95


New Amazon: $59.99




","]
					",Kreta,"
			1289		",16,1526,"
			6.209		",-2005
1711,"

			List: $17.99
		

Lowest Amazon: $17.95


New Amazon: $59.99




","
			6.77		","
New Amazon: $59.99



","
			List: $17.99
		",Basari,"
			1553		",16,1527,"
			6.209		",-1998
1712,"

New Amazon: $134.99

","
			6.79		","
Silverton
(1991)
","
",Carcassonne: Star Wars,"
			1572		",16,1528,"
			6.207		",-2015
1713,"

			List: $45.00
		
","
			7.10		","
O Zoo le Mio
(2002)
","
			List: $45.00
		",Silverton,"
			993		",16,1529,"
			6.207		",-1991
1714,"

			List: $35.00
		

New Amazon: $32.66




","
			6.62		",,"
			List: $35.00
		",O Zoo le Mio,"
			2090		",16,1530,"
			6.206		",-2002
1715,"

			List: $59.95
		

New Amazon: $44.99

","
			6.87		",,"
			List: $59.95
		",Olympus,"
			1307		",16,1531,"
			6.205		",-2010
1716,"
","
			6.70		","

			List: $24.99
		

Used Amazon: $16.72


","
														
													[",Drako,"
			1905		",16,1532,"
			6.204		",-2011
1717,"

			List: $24.99
		

Used Amazon: $16.72

","
			6.36		",,"
			List: $24.99
		",Gloom,"
			11834		",16,1533,"
			6.204		",-2005
1718,"

			List: $39.99
		
","
			7.37		","
Exit: The Game – The Sunken Treasure
(2017)
","
			List: $39.99
		",Zulus on the Ramparts!,"
			790		",16,1534,"
			6.204		",-2009
1719,"

Lowest Amazon: $24.00


New Amazon: $149.99

","
			6.71		","
iOS App: $3.99
","
",Puzzle Strike,"
			1868		",16,1536,"
			6.204		",-2010
1720,"

			List: $49.14
		

New Amazon: $61.99




","
			6.89		",,"
			List: $49.14
		",Ancient Terrible Things,"
			1375		",16,1537,"
			6.203		",-2014
1721,"

New Amazon: $149.95

","
			7.63		","
Epic Card Game
(2015)
","
",Sol:  Last Days of a Star,"
			656		",16,1538,"
			6.203		",-2017
1722,"

			List: $17.14
		

New Amazon: $12.25




","
			6.55		",,"
			List: $17.14
		",Epic Card Game,"
			3616		",16,1539,"
			6.202		",-2015
1723,,"
			8.11		","

			List: $29.99
		

Lowest Amazon: $24.63


New Amazon: $25.72




","]
					",Obsession,"
			528		",16,1540,"
			6.202		",-2018
1724,"

			List: $29.99
		

Lowest Amazon: $24.63


New Amazon: $25.72




","
			6.75		","
New Amazon: $25.72



","
			List: $29.99
		",VivaJava: The Coffee Game: The Dice Game,"
			1628		",16,1541,"
			6.202		",-2014
1725,"

			List: $75.00
		

New Amazon: $48.49

","
			7.92		",,"
			List: $75.00
		","Colonial Twilight: The French-Algerian War, 1954-62","
			539		",16,1542,"
			6.201		",-2017
1726,"

Lowest Amazon: $12.00


New Amazon: $19.69




","
			6.77		",,"
",First Martians: Adventures on the Red Planet,"
			2016		",16,1543,"
			6.201		",-2017
1727,,"
			7.19		",,"]
					",Pixel Tactics 2,"
			935		",16,1544,"
			6.201		",-2013
1728,,"
			6.68		","

			List: $59.99
		

New Amazon: $129.95

","]
					",Codenames: Deep Undercover,"
			2000		",16,1545,"
			6.200		",-2016
1729,"

			List: $59.99
		

New Amazon: $129.95

","
			6.88		",,"
			List: $59.99
		",Tikal II: The Lost Temple,"
			1251		",16,1546,"
			6.200		",-2010
1730,"
","
			6.90		",,"
														
													[",Canal Mania,"
			1207		",16,1547,"
			6.200		",-2006
1731,,"
			6.83		","

New Amazon: $94.99

","]
					",Capitol,"
			1432		",16,1548,"
			6.200		",-2001
1732,"

New Amazon: $94.99

","
			7.64		","
Yellow & Yangtze
(2018)
","
",EastFront,"
			643		",16,1549,"
			6.200		",-1991
1733,"

			List: $59.99
		

Lowest Amazon: $42.86


New Amazon: $47.65




","
			8.09		","
New Amazon: $47.65



","
			List: $59.99
		",Yellow & Yangtze,"
			480		",16,1550,"
			6.200		",-2018
1734,"
","
			6.51		",,"
														
													[",Hera and Zeus,"
			3166		",16,1551,"
			6.200		",-2000
1735,,"
			7.42		","

			List: $39.99
		

Lowest Amazon: $81.99


New Amazon: $109.50

","]
					",Time's Up! Edición Amarilla,"
			726		",16,1552,"
			6.199		",-2008
1736,"

			List: $39.99
		

Lowest Amazon: $81.99


New Amazon: $109.50

","
			7.37		","
New Amazon: $109.50
","
			List: $39.99
		",Dungeon Command: Heart of Cormyr,"
			819		",16,1553,"
			6.199		",-2012
1737,"

			List: $34.99
		

Lowest Amazon: $24.45


New Amazon: $30.20




","
			6.92		","
New Amazon: $30.20



","
			List: $34.99
		",Happy Pigs,"
			1246		",16,1554,"
			6.199		",-2013
1738,,"
			7.85		",,"]
					",The Guns of Gettysburg,"
			558		",16,1555,"
			6.198		",-2013
1739,,"
			6.83		",,"]
					",Rise and Decline of the Third Reich,"
			1714		",16,1556,"
			6.198		",-1974
1740,,"
			7.55		","

			List: $29.99
		

New Amazon: $23.99




","]
					",The Shipwreck Arcana,"
			666		",16,1557,"
			6.198		",-2017
1741,"

			List: $29.99
		

New Amazon: $23.99




","
			6.79		",,"
			List: $29.99
		",Sea of Clouds,"
			1571		",16,1558,"
			6.198		",-2016
1742,"
","
			6.63		","

New Amazon: $40.99


","
														
													[",R-Eco,"
			1981		",16,1559,"
			6.197		",-2003
1743,"

New Amazon: $40.99

","
			7.09		","
Timeline Challenge
(2015)
","
",Citrus,"
			970		",16,1560,"
			6.197		",-2013
1744,"

			List: $12.95
		

New Amazon: $12.93




","
			7.08		",,"
			List: $12.95
		",Timeline Challenge,"
			1004		",16,1561,"
			6.196		",-2015
1745,"

New Amazon: $25.00




","
			6.54		","
God's Playground
(2009)
","
",Boomtown,"
			2541		",16,1562,"
			6.196		",-2004
1746,,"
			7.46		","

Lowest Amazon: $129.99


New Amazon: $249.99




","]
					",God's Playground,"
			677		",16,1563,"
			6.195		",-2009
